Date,Wage_Index
Jun-98,65.2
Jun-99,67.2
Jun-00,68.9
Jun-01,71.4
Jun-02,73.7
Jun-03,76.4
Jun-04,78.8
Jun-05,82.2
Jun-06,85.8
Jun-07,89.9
Jun-08,95.1
Jun-09,100.0
Jun-10,103.4
Jun-11,107.4
Jun-12,112.1
Jun-13,116.5
Jun-14,119.8
Jun-15,122.4
Jun-16,124.7
Jun-17,126.5
Jun-18,128.3
Jun-19,130.3
Jun-20,132.5
