Date,Wage_Index
Jun-1998,68.3
Jun-1999,70.4
Jun-2000,72.5
Jun-2001,74.9
Jun-2002,77.5
Jun-2003,80.3
Jun-2004,82.9
Jun-2005,86.1
Jun-2006,89.4
Jun-2007,92.6
Jun-2008,96.2
Jun-2009,100.0
Jun-2010,102.8
Jun-2011,106.7
Jun-2012,110.4
Jun-2013,114.0
Jun-2014,117.1
Jun-2015,120.3
Jun-2016,123.1
Jun-2017,125.6
Jun-2018,128.5
Jun-2019,131.9
Jun-2020,135.1
