Date,Wage_Index
Jun-98,67.4
Jun-99,69.4
Jun-00,71.4
Jun-01,73.7
Jun-02,76.0
Jun-03,78.4
Jun-04,81.3
Jun-05,84.4
Jun-06,88.1
Jun-07,92.1
Jun-08,96.0
Jun-09,100.0
Jun-10,103.3
Jun-11,107.3
Jun-12,111.3
Jun-13,114.7
Jun-14,117.7
Jun-15,120.5
Jun-16,122.8
Jun-17,125.1
Jun-18,127.9
Jun-19,130.8
Jun-20,133.3
