Date,Wage_Index
Jun-98,67.5
Jun-99,69.6
Jun-00,71.7
Jun-01,74.2
Jun-02,76.6
Jun-03,79.3
Jun-04,82.1
Jun-05,85.2
Jun-06,88.7
Jun-07,92.3
Jun-08,96.2
Jun-09,100.0
Jun-10,103.1
Jun-11,107.0
Jun-12,110.9
Jun-13,114.6
Jun-14,117.6
Jun-15,120.4
Jun-16,123.0
Jun-17,125.4
Jun-18,127.9
Jun-19,130.9
Jun-20,133.7
