Date,Wage_Index
Jun-98,68.4
Jun-99,70.3
Jun-00,72.2
Jun-01,74.2
Jun-02,76.5
Jun-03,79.0
Jun-04,81.6
Jun-05,85.0
Jun-06,88.5
Jun-07,92.4
Jun-08,95.9
Jun-09,100.0
Jun-10,103.8
Jun-11,107.3
Jun-12,111.0
Jun-13,114.6
Jun-14,117.2
Jun-15,120.0
Jun-16,122.7
Jun-17,125.4
Jun-18,128.3
Jun-19,131.6
Jun-20,134.7
