Date,Wage_Index
Jun-98,67.6
Jun-99,69.6
Jun-00,71.6
Jun-01,73.9
Jun-02,76.3
Jun-03,79.2
Jun-04,82.4
Jun-05,85.2
Jun-06,88.4
Jun-07,91.9
Jun-08,96.2
Jun-09,100.0
Jun-10,102.8
Jun-11,106.4
Jun-12,110.0
Jun-13,113.7
Jun-14,117.4
Jun-15,120.4
Jun-16,123.1
Jun-17,125.8
Jun-18,128.4
Jun-19,131.2
Jun-20,134.3
